gender,age,occ,student,occ_code,occ_code,live,town,pc.district,bread,furniture,clothing,gum,footwear,meal,walkway,frozen,prank,group,foot.cut,gas.glass,for.more,one.gone,book.spook,look.luke,fur.bear,singer.finger,pour.poor,eight.ate,weighed.wade,thin.fin,spa.spar,boat.bought,mute.moot,war.wore,fool.full.fall,give.it.me,I.done.it,things.what,you.was,you.wasnt,beaches.was,horses.wasnt,i.werent,i.were,we.was,we.wasnt,they.was,they.wasnt,she.were,she.werent,not.got.it,look.at.them,right.adj,right.n,not.be,was.sat,coming.the,go.cinema,accent_self_id,accent_self_eval_1
Female,21,Software Engineer,No,"3. 'White-collar' and lower managerial or clerical occupations (e.g. office worker, small business owner, admin assistant, secretary etc.)",3,"Yes, for all of that time",Blackpool,FY4,Bap,Sofa,Pants,(Chewing) gum,Pumps,Tea,Alley(way),Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run",You guys,Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Same,Same,Different,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,c. I've heard some people use this expression,e. No native speaker of English would say this,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",e. No native speaker of English would say this,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",Lancashire/northern,4
Male,22,Civil Servant,No,"3. 'White-collar' and lower managerial or clerical occupations (e.g. office worker, small business owner, admin assistant, secretary etc.)",3,"Yes, for all of that time",Blackpool,FY5 1RJ,Barm,Settee,Trousers,Chuddy,Pumps,Tea,Alley(way),Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run",Yous(e),Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Same,Same,Same,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,e. No native speaker of English would say this,e. No native speaker of English would say this,a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,Northern ,7
Female,21,Teaching Assistant ,No,"3. 'White-collar' and lower managerial or clerical occupations (e.g. office worker, small business owner, admin assistant, secretary etc.)",3,"Yes, for all of that time",Blackpool / Lytham St Annes,FY8 ,Roll,Sofa,"Pants,Trousers","(Chewing) gum,Chuddy",Pumps,Tea,"Alley(way),Ginnel",Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run","You all,You guys,You lot,Yous(e)",Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Same,Same,Different,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it","b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,"Chavvy, non-standard",4
Male,31,KYC manager (bank),No,"3. 'White-collar' and lower managerial or clerical occupations (e.g. office worker, small business owner, admin assistant, secretary etc.)",3,"Yes, for all of that time",Rhyl,LL18,Bun,"Couch,Sofa",Pants,(Chewing) gum,Pumps,Tea,"Alley(way),Cut",Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run","You,You guys",Don't rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Same,Same,Same,Same,Different,Different,Same,They all sound different to each other,e. No native speaker of English would say this,"b. I wouldn't use it, but people from my area do",e. No native speaker of English would say this,e. No native speaker of English would say this,e. No native speaker of English would say this,e. No native speaker of English would say this,e. No native speaker of English would say this,"d. A speaker of English might say this, but I haven't really heard it","b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","Neutral northern (moved away at 18, currently living abroad)",5
Female,49,Teaching Assistant ,No,"3. 'White-collar' and lower managerial or clerical occupations (e.g. office worker, small business owner, admin assistant, secretary etc.)",3,"Yes, for all of that time",Stretford,M32,Barm,Settee,Trousers,(Chewing) gum,Pumps,Tea,"Ginnel,Passage",Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run",You lot,Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Same,Same,Same,Same,Different,Different,Same,They all sound different to each other,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",Northern ,5
Female,23,Student Recruitment Assistant,No,"3. 'White-collar' and lower managerial or clerical occupations (e.g. office worker, small business owner, admin assistant, secretary etc.)",3,"Yes, for all of that time",Silkstone in Barnsley,S75,Tea cake,Sofa,Trousers,(Chewing) gum,Pumps,Tea,Ginnel,Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run",You guys,Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Same,Same,Same,Different,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,Barnsley/Yorkshire accent,7
Female,22,Administration ,No,"3. 'White-collar' and lower managerial or clerical occupations (e.g. office worker, small business owner, admin assistant, secretary etc.)",3,"Yes, for all of that time",Chester,Sy14,Bap,Sofa,Trousers,Chuddy,Other...,Tea,Alley(way),Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run","You all,You guys,You lot",Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Same,Same,Same,Same,Different,Different,Same,"'Full' and 'fall' sound the same, 'fool'  sounds different",c. I've heard some people use this expression,e. No native speaker of English would say this,e. No native speaker of English would say this,e. No native speaker of English would say this,"d. A speaker of English might say this, but I haven't really heard it",e. No native speaker of English would say this,e. No native speaker of English would say this,c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",e. No native speaker of English would say this,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","b. I wouldn't use it, but people from my area do",a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,e. No native speaker of English would say this,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,,6
Female,50,Local Government Officer,No,"3. 'White-collar' and lower managerial or clerical occupations (e.g. office worker, small business owner, admin assistant, secretary etc.)",3,"Yes, for all of that time",Durham,DH7 ,Bun,Sofa,Trousers,(Chewing) gum,Plimsolls,Tea,Other...,Ice lolly,Other...,You all,Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Different,Same,Same,Different,Same,Different,Different,Different,They all sound different to each other,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",Northern,3
Female,51,Local Government Officer,No,"3. 'White-collar' and lower managerial or clerical occupations (e.g. office worker, small business owner, admin assistant, secretary etc.)",3,"Yes, for all of that time",Stanhope (in Weardale),DL13,Bun,Sofa,Trousers,(Chewing) gum,Sand shoes,Tea,Alley(way),Ice lolly,Other...,You,Rhyme,Rhyme,Rhyme,Don't rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Different,Same,Same,Same,Same,Different,Same,Same,They all sound different to each other,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,e. No native speaker of English would say this,e. No native speaker of English would say this,My accent/dialect has changed a lot since moving from Weardale to Chester le Street - I don’t speak as well as I did and tend to sound more ‘common’ now,4
Female,27,Equine Yard Manager,Yes,"3. 'White-collar' and lower managerial or clerical occupations (e.g. office worker, small business owner, admin assistant, secretary etc.)",3,"Yes, for all of that time",Edinburgh,EH16,Roll,Sofa,Trousers,(Chewing) gum,Other...,Tea,Alley(way),Ice lolly,Other...,You guys,Don't rhyme,Rhyme,Rhyme,Don't rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Different,Same,Same,Different,Different,Different,Different,Same,"'Fool' and 'full' sound the same, 'fall' sounds different",c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,e. No native speaker of English would say this,e. No native speaker of English would say this,e. No native speaker of English would say this,e. No native speaker of English would say this,e. No native speaker of English would say this,c. I've heard some people use this expression,e. No native speaker of English would say this,c. I've heard some people use this expression,c. I've heard some people use this expression,e. No native speaker of English would say this,e. No native speaker of English would say this,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,e. No native speaker of English would say this,"d. A speaker of English might say this, but I haven't really heard it",Scottish,6
Female,21,Student,Yes,"3. 'White-collar' and lower managerial or clerical occupations (e.g. office worker, small business owner, admin assistant, secretary etc.)",3,"Yes, for all of that time",Huddersfield,HD5,Tea cake,Sofa,Kecks or kegs (or some other spelling variant),Chuddy,Other...,Tea,Snicket,Ice lolly,Other...,Other...,Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Same,Different,Same,Same,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it",e. No native speaker of English would say this,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,e. No native speaker of English would say this,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,Yorkshire,7
Female ,32,Administration,No,"3. 'White-collar' and lower managerial or clerical occupations (e.g. office worker, small business owner, admin assistant, secretary etc.)",3,"Yes, for all of that time","Bramley, Leeds",Ls13,Bun,Sofa,Trousers,(Chewing) gum,Pumps,Tea,Ginnel,Ice lolly,Other...,Yous(e),Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Different,Same,Same,Same,Different,Different,Same,They all sound different to each other,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,e. No native speaker of English would say this,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",e. No native speaker of English would say this,a. I'd say this myself,e. No native speaker of English would say this,e. No native speaker of English would say this,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",Yorkshire,4
Male,25,Administrator ,No,"3. 'White-collar' and lower managerial or clerical occupations (e.g. office worker, small business owner, admin assistant, secretary etc.)",3,"Yes, for all of that time",Gateshead,NE10,Other...,Sofa,Trousers,(Chewing) gum,Plimsolls,Tea,Cut,Ice lolly,Other...,Yous(e),Rhyme,Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Different,Same,Same,Same,Same,Different,Different,Same,They all sound different to each other,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,Geordie,7
Male,54,Librarian,No,"4. 'Blue-collar', lower supervisory and technical occupations (e.g. electricians, plumbers etc.)",2,"Yes, for all of that time",Clackmannan,FK10,Roll,"Couch,Settee,Sofa","Kecks or kegs (or some other spelling variant),Breeks","(Chewing) gum,Chuggy",Gutties or guddies,Tea,"Alley(way),Other...",Ice lolly,"Chap door run, chappy, happy chappy, or some other term with 'chap' or 'chappy' in it","You,Yous(e)",Don't rhyme,Rhyme,Rhyme,Don't rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Different,Same,Same,Different,Different,Different,Different,Different,"'Fool' and 'full' sound the same, 'fall' sounds different",c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it",Scottish accent and some Scottish dialect words,5
Female,21,None ,Yes,"4. 'Blue-collar', lower supervisory and technical occupations (e.g. electricians, plumbers etc.)",2,"Yes, for all of that time",Chesterfield ,S40,Cob,Settee,Trousers,Spidge,Pumps,Tea,Jitty,Ice lolly,"Ding dong ditch, doorbell ditch, or some other term with 'ditch' in it",Yous(e),Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Same,Same,Different,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,Yorkshire/Derbyshire mix,7
male,20,PPE Runner,Yes,"4. 'Blue-collar', lower supervisory and technical occupations (e.g. electricians, plumbers etc.)",2,"Yes, for all of that time",Wigan,WN6,Barm,Settee,Pants,Chewy,Other...,Tea,Entry,Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run",You lot,Rhyme,Rhyme,Don't rhyme,Rhyme,Rhyme,Rhyme,Rhyme,Rhyme,Different,Different,Different,Same,Same,Different,Different,Different,They all sound different to each other,a. I'd say this myself,e. No native speaker of English would say this,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,Wiganese ,5
Male,53,Builder,No,"4. 'Blue-collar', lower supervisory and technical occupations (e.g. electricians, plumbers etc.)",2,"Yes, for all of that time",Ushaw moor durham,Dh7,Bun,Couch,Trousers,(Chewing) gum,Sand shoes,Tea,Alley(way),Ice lolly,Nicky nicky nine doors,You lot,Rhyme,Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Different,Same,Same,Same,Same,Different,Different,Same,They all sound different to each other,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,Northern ,3
Female ,29,Equestrian Coach,No,"4. 'Blue-collar', lower supervisory and technical occupations (e.g. electricians, plumbers etc.)",2,"Yes, for all of that time",Middleton on Leven,TS15,Roll,Sofa,Trousers,Chewy,Other...,Tea,"Alley(way),Cut",Ice lolly,Other...,Yous(e),Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Same,Same,Same,Same,Same,Different,Same,Same,They all sound different to each other,a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,c. I've heard some people use this expression,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,c. I've heard some people use this expression,c. I've heard some people use this expression,Northern but bone area specific ,5
Female,22,Barmaid,No,"5. Semi-routine and routine occupations (e.g. shop worker, bus driver, cleaner etc.)",1,"Yes, for all of that time",Hutton Rudby ,TS9,"Bun,Cob,Roll",Sofa,Trousers,Chewy,Plimsolls,"Dinner,Tea",Alley(way),Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run",Yous(e),Rhyme,Don't rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Same,Same,Different,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",e. No native speaker of English would say this,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,North Yorkshire,4
Female,22,Bar tender,Yes,"5. Semi-routine and routine occupations (e.g. shop worker, bus driver, cleaner etc.)",1,"Yes, for all of that time",Blackpool,FY,"Barm,Other...","Couch,Settee,Sofa","Pants,Trousers,Kecks or kegs (or some other spelling variant)","(Chewing) gum,Chuddy",Pumps,"Dinner,Tea","Alley(way),Ginnel,Snicket",Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run","You all,You guys,You lot,Yous(e)",Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Same,Same,Same,Different,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"North West, northern, Blackpool, Lancashire",5
Male,25,Studen,Yes,"5. Semi-routine and routine occupations (e.g. shop worker, bus driver, cleaner etc.)",1,"Yes, for all of that time","Leeds, Bingley, Barnoldswick",BB18,Bun,"Settee,Sofa","Pants,Trousers","(Chewing) gum,Chuddy",Other...,"Dinner,Tea","Alley(way),Snicket",Ice lolly,"Knock knock ginger, knock down ginger, knock off ginger, knocky door ginger, or some other term with 'ginger' in it","You guys,You lot",Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Same,Same,Same,Same,Same,Different,Different,Same,They all sound different to each other,a. I'd say this myself,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",a. I'd say this myself,c. I've heard some people use this expression,"d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it","d. A speaker of English might say this, but I haven't really heard it",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,Northern,6
Male,25,Student,Yes,"5. Semi-routine and routine occupations (e.g. shop worker, bus driver, cleaner etc.)",1,"Yes, for all of that time","Leeds, bingley, barnoldswick ",BB18,Bun,Sofa,Trousers,(Chewing) gum,Other...,"Dinner,Tea","Alley(way),Snicket",Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run","You guys,You lot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,22,Bar staff,No,"5. Semi-routine and routine occupations (e.g. shop worker, bus driver, cleaner etc.)",1,"Yes, for all of that time",Blackpool ,Fy2,"Barm,Bun","Couch,Settee,Sofa","Pants,Trousers","(Chewing) gum,Chewy,Chuddy","Pumps,Other...","Dinner,Tea,Other...","Alley(way),Snicket",Ice lolly,"Knock and run, knock knock run, knock door run, knock-a-door run","You all,You guys,You lot,Yous(e)",Rhyme,Rhyme,Rhyme,Rhyme,Don't rhyme,Don't rhyme,Don't rhyme,Rhyme,Same,Same,Same,Same,Same,Different,Different,Different,They all sound different to each other,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","d. A speaker of English might say this, but I haven't really heard it","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,"b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do","b. I wouldn't use it, but people from my area do",c. I've heard some people use this expression,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,a. I'd say this myself,"b. I wouldn't use it, but people from my area do",Northern ,4
